index,header,contents,type,page_url,is_howto,char_count,word_count,tld
602,More Resources,"To check out more ways on how to migrate to 🤗 Accelerate, check out our [interactive migration tutorial](https://huggingface.co/docs/accelerate/usage_guides/explore) which showcases other items that need to be watched for when using Accelerate and how to do so quickly.",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/migration#more-resources,False,269,37,https://huggingface.co
604,Launching Multi-GPU Training from a Jupyter Environment,"This tutorial teaches you how to fine tune a computer vision model with 🤗 Accelerate from a Jupyter Notebook on a distributed system.
 You will also learn how to setup a few requirements needed for ensuring your environment is configured properly, your data has been prepared properly, and finally how to launch training.
 
 <Tip>
 
     This tutorial is also available as a Jupyter Notebook [here](https://github.com/huggingface/notebooks/blob/main/examples/accelerate_examples/simple_cv_example.ipynb)
 
 </Tip>",H1,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#launching-multi-gpu-training-from-a-jupyter-environment,False,513,72,https://huggingface.co
605,Configuring the Environment,"Before any training can be performed, a 🤗 Accelerate config file must exist in the system. Usually this can be done by running the following in a terminal and answering the prompts:
 
 ```bash
 accelerate config
 ```
 
 However, if general defaults are fine and you are *not* running on a TPU, 🤗Accelerate has a utility to quickly write your GPU configuration into a config file via [`utils.write_basic_config`].
 
 The following code will restart Jupyter after writing the configuration, as CUDA code was called to perform this. 
 
 <Tip warning={true}>
 
     CUDA can't be initialized more than once on a multi-GPU system. It's fine to debug in the notebook and have calls to CUDA, but in order to finally train a full cleanup and restart will need to be performed.
     
 </Tip>
 
 ```python
 import os
 from accelerate.utils import write_basic_config
 
 write_basic_config()  # Write a config file
 os._exit(00)  # Restart the notebook
 ```",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#configuring-the-environment,False,945,164,https://huggingface.co
606,Preparing the Dataset and Model,"Next you should prepare your dataset. As mentioned at earlier, great care should be taken when preparing the `DataLoaders` and model to make sure that **nothing** is put on *any* GPU. 
 
 If you do, it is recommended to put that specific code into a function and call that from within the notebook launcher interface, which will be shown later. 
 
 Make sure the dataset is downloaded based on the directions [here](https://github.com/huggingface/accelerate/tree/main/examples#simple-vision-example)
 
 ```python
 import os, re, torch, PIL
 import numpy as np
 
 from torch.optim.lr_scheduler import OneCycleLR
 from torch.utils.data import DataLoader, Dataset
 from torchvision.transforms import Compose, RandomResizedCrop, Resize, ToTensor
 
 from accelerate import Accelerator
 from accelerate.utils import set_seed
 from timm import create_model
 ```
 
 First you need to create a function to extract the class name based on a filename:
 
 ```python
 import os
 
 data_dir = ""../../images""
 fnames = os.listdir(data_dir)
 fname = fnames[0]
 print(fname)
 ```
 
 ```python out
 beagle_32.jpg
 ```
 
 In the case here, the label is `beagle`. Using regex you can extract the label from the filename:
 
 ```python
 import re
 
 
 def extract_label(fname):
     stem = fname.split(os.path.sep)[-1]
     return re.search(r""^(.*)_\d+\.jpg$"", stem).groups()[0]
 ```
 
 ```python
 extract_label(fname)
 ```
 
 And you can see it properly returned the right name for our file:
 
 ```python out
 ""beagle""
 ```
 
 Next a `Dataset` class should be made to handle grabbing the image and the label:
 
 ```python
 class PetsDataset(Dataset):
     def __init__(self, file_names, image_transform=None, label_to_id=None):
         self.file_names = file_names
         self.image_transform = image_transform
         self.label_to_id = label_to_id
 
     def __len__(self):
         return len(self.file_names)
 
     def __getitem__(self, idx):
         fname = self.file_names[idx]
         raw_image = PIL.Image.open(fname)
         image = raw_image.convert(""RGB"")
         if self.image_transform is not None:
             image = self.image_transform(image)
         label = extract_label(fname)
         if self.label_to_id is not None:
             label = self.label_to_id[label]
         return {""image"": image, ""label"": label}
 ```
 
 Now to build the dataset. Outside the training function you can find and declare all the filenames and labels and use them as references inside the 
 launched function:
 
 ```python
 fnames = [os.path.join(""../../images"", fname) for fname in fnames if fname.endswith("".jpg"")]
 ```
 
 Next gather all the labels:
 
 ```python
 all_labels = [extract_label(fname) for fname in fnames]
 id_to_label = list(set(all_labels))
 id_to_label.sort()
 label_to_id = {lbl: i for i, lbl in enumerate(id_to_label)}
 ```
 
 Next, you should make a `get_dataloaders` function that will return your built dataloaders for you. As mentioned earlier, if data is automatically 
 sent to the GPU or a TPU device when building your `DataLoaders`, they must be built using this method. 
 
 ```python
 def get_dataloaders(batch_size: int = 64):
     ""Builds a set of dataloaders with a batch_size""
     random_perm = np.random.permutation(len(fnames))
     cut = int(0.8 * len(fnames))
     train_split = random_perm[:cut]
     eval_split = random_perm[cut:]
 
     # For training a simple RandomResizedCrop will be used
     train_tfm = Compose([RandomResizedCrop((224, 224), scale=(0.5, 1.0)), ToTensor()])
     train_dataset = PetsDataset([fnames[i] for i in train_split], image_transform=train_tfm, label_to_id=label_to_id)
 
     # For evaluation a deterministic Resize will be used
     eval_tfm = Compose([Resize((224, 224)), ToTensor()])
     eval_dataset = PetsDataset([fnames[i] for i in eval_split], image_transform=eval_tfm, label_to_id=label_to_id)
 
     # Instantiate dataloaders
     train_dataloader = DataLoader(train_dataset, shuffle=True, batch_size=batch_size, num_workers=4)
     eval_dataloader = DataLoader(eval_dataset, shuffle=False, batch_size=batch_size * 2, num_workers=4)
     return train_dataloader, eval_dataloader
 ```
 
 Finally, you should import the scheduler to be used later:
 
 ```python
 from torch.optim.lr_scheduler import CosineAnnealingLR
 ```",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#preparing-the-dataset-and-model,False,4293,715,https://huggingface.co
607,Writing the Training Function,"Now you can build the training loop. [`notebook_launcher`] works by passing in a function to call that will be ran across the distributed system.
 
 Here is a basic training loop for the animal classification problem:
 
 <Tip>
 
     The code has been split up to allow for explainations on each section. A full version that can be copy and pasted will be available at the end
 
 </Tip>
 
 
 ```python
 def training_loop(mixed_precision=""fp16"", seed: int = 42, batch_size: int = 64):
     set_seed(seed)
     accelerator = Accelerator(mixed_precision=mixed_precision)
 ```
 
 First you should set the seed and create an [`Accelerator`] object as early in the training loop as possible.
 
 <Tip warning={true}>
 
     If training on the TPU, your training loop should take in the model as a parameter and it should be instantiated 
     outside of the training loop function. See the [TPU best practices](../concept_guides/training_tpu) 
     to learn why
 
 </Tip>
 
 Next you should build your dataloaders and create your model:
 
 ```python
     train_dataloader, eval_dataloader = get_dataloaders(batch_size)
     model = create_model(""resnet50d"", pretrained=True, num_classes=len(label_to_id))
 ```
 
 <Tip>
 
     You build the model here so that the seed also controls the new weight initialization
 
 </Tip>
 
 As you are performing transfer learning in this example, the encoder of the model starts out frozen so the head of the model can be 
 trained only initially:
 
 ```python
     for param in model.parameters():
         param.requires_grad = False
     for param in model.get_classifier().parameters():
         param.requires_grad = True
 ```
 
 Normalizing the batches of images will make training a little faster:
 
 ```python
     mean = torch.tensor(model.default_cfg[""mean""])[None, :, None, None]
     std = torch.tensor(model.default_cfg[""std""])[None, :, None, None]
 ```
 
 To make these constants available on the active device, you should set it to the Accelerator's device:
 
 ```python
     mean = mean.to(accelerator.device)
     std = std.to(accelerator.device)
 ```
 
 Next instantiate the rest of the PyTorch classes used for training:
 
 ```python
     optimizer = torch.optim.Adam(params=model.parameters(), lr=3e-2 / 25)
     lr_scheduler = OneCycleLR(optimizer=optimizer, max_lr=3e-2, epochs=5, steps_per_epoch=len(train_dataloader))
 ```
 
 Before passing everything to [`~Accelerator.prepare`].
 
 <Tip>
 
     There is no specific order to remember, you just need to unpack the objects in the same order you gave them to the prepare method.
 
 </Tip>
 
 ```python
     model, optimizer, train_dataloader, eval_dataloader, lr_scheduler = accelerator.prepare(
         model, optimizer, train_dataloader, eval_dataloader, lr_scheduler
     )
 ```
 
 Now train the model:
 
 ```python
     for epoch in range(5):
         model.train()
         for batch in train_dataloader:
             inputs = (batch[""image""] - mean) / std
             outputs = model(inputs)
             loss = torch.nn.functional.cross_entropy(outputs, batch[""label""])
             accelerator.backward(loss)
             optimizer.step()
             lr_scheduler.step()
             optimizer.zero_grad()
 ```
 
 The evaluation loop will look slightly different compared to the training loop. The number of elements passed as well as the overall 
 total accuracy of each batch will be added to two constants:
 
 ```python
         model.eval()
         accurate = 0
         num_elems = 0
 ```
 
 Next you have the rest of your standard PyTorch loop:
 
 ```python
         for batch in eval_dataloader:
             inputs = (batch[""image""] - mean) / std
             with torch.no_grad():
                 outputs = model(inputs)
             predictions = outputs.argmax(dim=-1)
 ```
 
 Before finally the last major difference. 
 
 When performing distributed evaluation, the predictions and labels need to be passed through 
 [`~Accelerator.gather`] so that all of the data is available on the current device and a properly calculated metric can be achieved:
 
 ```python
             accurate_preds = accelerator.gather(predictions) == accelerator.gather(batch[""label""])
             num_elems += accurate_preds.shape[0]
             accurate += accurate_preds.long().sum()
 ```
 
 Now you just need to calculate the actual metric for this problem, and you can print it on the main process using [`~Accelerator.print`]:
 
 ```python
         eval_metric = accurate.item() / num_elems
         accelerator.print(f""epoch {epoch}: {100 * eval_metric:.2f}"")
 ```
 
 A full version of this training loop is available below:
 
 ```python
 def training_loop(mixed_precision=""fp16"", seed: int = 42, batch_size: int = 64):
     set_seed(seed)
     # Initialize accelerator
     accelerator = Accelerator(mixed_precision=mixed_precision)
     # Build dataloaders
     train_dataloader, eval_dataloader = get_dataloaders(batch_size)
 
     # Instantiate the model (you build the model here so that the seed also controls new weight initaliziations)
     model = create_model(""resnet50d"", pretrained=True, num_classes=len(label_to_id))
 
     # Freeze the base model
     for param in model.parameters():
         param.requires_grad = False
     for param in model.get_classifier().parameters():
         param.requires_grad = True
 
     # You can normalize the batches of images to be a bit faster
     mean = torch.tensor(model.default_cfg[""mean""])[None, :, None, None]
     std = torch.tensor(model.default_cfg[""std""])[None, :, None, None]
 
     # To make these constants available on the active device, set it to the accelerator device
     mean = mean.to(accelerator.device)
     std = std.to(accelerator.device)
 
     # Intantiate the optimizer
     optimizer = torch.optim.Adam(params=model.parameters(), lr=3e-2 / 25)
 
     # Instantiate the learning rate scheduler
     lr_scheduler = OneCycleLR(optimizer=optimizer, max_lr=3e-2, epochs=5, steps_per_epoch=len(train_dataloader))
 
     # Prepare everything
     # There is no specific order to remember, you just need to unpack the objects in the same order you gave them to the
     # prepare method.
     model, optimizer, train_dataloader, eval_dataloader, lr_scheduler = accelerator.prepare(
         model, optimizer, train_dataloader, eval_dataloader, lr_scheduler
     )
 
     # Now you train the model
     for epoch in range(5):
         model.train()
         for batch in train_dataloader:
             inputs = (batch[""image""] - mean) / std
             outputs = model(inputs)
             loss = torch.nn.functional.cross_entropy(outputs, batch[""label""])
             accelerator.backward(loss)
             optimizer.step()
             lr_scheduler.step()
             optimizer.zero_grad()
 
         model.eval()
         accurate = 0
         num_elems = 0
         for batch in eval_dataloader:
             inputs = (batch[""image""] - mean) / std
             with torch.no_grad():
                 outputs = model(inputs)
             predictions = outputs.argmax(dim=-1)
             accurate_preds = accelerator.gather(predictions) == accelerator.gather(batch[""label""])
             num_elems += accurate_preds.shape[0]
             accurate += accurate_preds.long().sum()
 
         eval_metric = accurate.item() / num_elems
         # Use accelerator.print to print only on the main process.
         accelerator.print(f""epoch {epoch}: {100 * eval_metric:.2f}"")
 ```",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#writing-the-training-function,False,7462,1593,https://huggingface.co
608,Using the notebook_launcher,"All that's left is to use the [`notebook_launcher`].
 
 You pass in the function, the arguments (as a tuple), and the number of processes to train on. (See the [documentation](../package_reference/launchers) for more information)
 
 ```python
 from accelerate import notebook_launcher
 ```
 
 ```python
 args = (""fp16"", 42, 64)
 notebook_launcher(training_loop, args, num_processes=2)
 ```
 
 In the case of running on the TPU, it would look like so:
 
 ```python
 model = create_model(""resnet50d"", pretrained=True, num_classes=len(label_to_id))
 
 args = (model, ""fp16"", 42, 64)
 notebook_launcher(training_loop, args, num_processes=8)
 ```
 
 As it's running it will print the progress as well as state how many devices you ran on. This tutorial was ran with two GPUs:
 
 ```python out
 Launching training on 2 GPUs.
 epoch 0: 88.12
 epoch 1: 91.73
 epoch 2: 92.58
 epoch 3: 93.90
 epoch 4: 94.71
 ```
 
 And that's it!",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#using-the-notebook-launcher,False,921,137,https://huggingface.co
609,Debugging,"A common issue when running the `notebook_launcher` is receiving a CUDA has already been initialized issue. This usually stems
 from an import or prior code in the notebook that makes a call to the PyTorch `torch.cuda` sublibrary. To help narrow down what went wrong,
 you can launch the `notebook_launcher` with `ACCELERATE_DEBUG_MODE=yes` in your environment and an additional check
 will be made when spawning that a regular process can be created and utilize CUDA without issue. (Your CUDA code can still be ran afterwards).",H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#debugging,False,528,83,https://huggingface.co
610,Conclusion,This notebook showed how to perform distributed training from inside of a Jupyter Notebook. Some key notes to remember:,H2,https://huggingface.co/docs/accelerate/source/basic_tutorials/notebook#conclusion,False,119,19,https://huggingface.co
612,The Command Line,Below is a list of all the available commands 🤗 Accelerate with their parameters,H1,https://huggingface.co/docs/accelerate/source/package_reference/cli#the-command-line,False,80,14,https://huggingface.co
613,accelerate config,"**Command**:
 
 `accelerate config` or `accelerate-config`
 
 Launches a series of prompts to create and save a `default_config.yml` configuration file for your training system. Should 
 always be ran first on your machine.
 
 **Usage**: 
 
 ```bash
 accelerate config [arguments]
 ```
 
 **Optional Arguments**:
 * `--config_file CONFIG_FILE` (`str`) -- The path to use to store the config file. Will default to a file named default_config.yaml in the cache location, which is the content
                         of the environment `HF_HOME` suffixed with 'accelerate', or if you don't have such an environment variable, your cache directory
                         (`~/.cache` or the content of `XDG_CACHE_HOME`) suffixed with `huggingface`.
 * `-h`, `--help` (`bool`) -- Show a help message and exit",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-config,False,804,161,https://huggingface.co
614,accelerate config default,"**Command**:
 
 `accelerate config default` or `accelerate-config default`
 
 Create a default config file for Accelerate with only a few flags set.
 
 **Usage**: 
 
 ```bash
 accelerate config default [arguments]
 ```
 
 **Optional Arguments**:
 * `--config_file CONFIG_FILE` (`str`) -- The path to use to store the config file. Will default to a file named default_config.yaml in the cache location, which is the content
                         of the environment `HF_HOME` suffixed with 'accelerate', or if you don't have such an environment variable, your cache directory
                         (`~/.cache` or the content of `XDG_CACHE_HOME`) suffixed with `huggingface`.
 
 * `-h`, `--help` (`bool`) -- Show a help message and exit
 * `--mixed_precision {no,fp16,bf16}` (`str`) -- Whether or not to use mixed precision training. Choose between FP16 and BF16 (bfloat16) training. BF16 training is only supported on Nvidia Ampere GPUs and PyTorch 1.10 or later.",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-config-default,False,967,186,https://huggingface.co
615,accelerate config update,"**Command**:
 
 `accelerate config update` or `accelerate-config update`
 
 Update an existing config file with the latest defaults while maintaining the old configuration.
 
 **Usage**: 
 
 ```bash
 accelerate config update [arguments]
 ```
 
 **Optional Arguments**:
 * `--config_file CONFIG_FILE` (`str`) -- The path to the config file to update. Will default to a file named default_config.yaml in the cache location, which is the content
                         of the environment `HF_HOME` suffixed with 'accelerate', or if you don't have such an environment variable, your cache directory
                         (`~/.cache` or the content of `XDG_CACHE_HOME`) suffixed with `huggingface`.
 
 * `-h`, `--help` (`bool`) -- Show a help message and exit",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-config-update,False,759,152,https://huggingface.co
616,accelerate env,"**Command**:
 
 `accelerate env` or `accelerate-env` or `python -m accelerate.commands.env`
 
 Lists the contents of the passed 🤗 Accelerate configuration file. Should always be used when opening an issue on the [GitHub repository](https://github.com/huggingface/accelerate).
 
 **Usage**:
 
 ```bash
 accelerate env [arguments]
 ```
 
 **Optional Arguments**:
 * `--config_file CONFIG_FILE` (`str`) -- The path to use to store the config file. Will default to a file named default_config.yaml in the cache location, which is the content
                         of the environment `HF_HOME` suffixed with 'accelerate', or if you don't have such an environment variable, your cache directory
                         (`~/.cache` or the content of `XDG_CACHE_HOME`) suffixed with `huggingface`.
 * `-h`, `--help` (`bool`) -- Show a help message and exit",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-env,False,852,160,https://huggingface.co
617,accelerate launch,"**Command**:
 
 `accelerate launch` or `accelerate-launch` or `python -m accelerate.commands.launch`
 
 Launches a specified script on a distributed system with the right parameters.
 
 **Usage**: 
 
 ```bash
 accelerate launch [arguments] {training_script} --{training_script-argument-1} --{training_script-argument-2} ...
 ```
 
 **Positional Arguments**:",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-launch,False,357,39,https://huggingface.co
618,accelerate tpu-config,"`accelerate tpu-config`
 
 **Usage**:
 
 ```bash
 accelerate tpu-config [arguments]
 ```
 
 **Optional Arguments**:
 * `-h`, `--help` (`bool`) -- Show a help message and exit
 
 **Config Arguments**:
 
 Arguments that can be configured through `accelerate config`.
 
 * `--config_file` (`str`) -- Path to the config file to use for accelerate.
 * `--tpu_name` (`str`) -- The name of the TPU to use. If not specified, will use the TPU specified in the config file.
 * `--tpu_zone` (`str`) -- The zone of the TPU to use. If not specified, will use the zone specified in the config file.
 
 **TPU Arguments**:
 
 Arguments for options ran inside the TPU.
 
 * `--command_file` (`str`) -- The path to the file containing the commands to run on the pod on startup.
 * `--command` (`str`) -- A command to run on the pod. Can be passed multiple times.
 * `--install_accelerate` (`bool`) -- Whether to install accelerate on the pod. Defaults to False.
 * `--accelerate_version` (`str`) -- The version of accelerate to install on the pod. If not specified, will use the latest pypi version. Specify 'dev' to install from GitHub.
 * `--debug` (`bool`) -- If set, will print the command that would be run instead of running it.",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-tpu-config,False,1216,203,https://huggingface.co
619,accelerate test,"`accelerate test` or `accelerate-test`
 
 Runs `accelerate/test_utils/test_script.py` to verify that 🤗 Accelerate has been properly configured on your system and runs. 
 
 **Usage**: 
 
 ```bash
 accelerate test [arguments]
 ```
 
 **Optional Arguments**:
 * `--config_file CONFIG_FILE` (`str`) -- The path to use to store the config file. Will default to a file named default_config.yaml in the cache location, which is the content
                         of the environment `HF_HOME` suffixed with 'accelerate', or if you don't have such an environment variable, your cache directory
                         (`~/.cache` or the content of `XDG_CACHE_HOME`) suffixed with `huggingface`.
 * `-h`, `--help` (`bool`) -- Show a help message and exit",H2,https://huggingface.co/docs/accelerate/source/package_reference/cli#accelerate-test,False,747,150,https://huggingface.co
621,Utilities for Megatron-LM,"[[autodoc]] utils.MegatronLMPlugin
 
 [[autodoc]] utils.MegatronLMDummyScheduler
 
 [[autodoc]] utils.MegatronLMDummyDataLoader
 
 [[autodoc]] utils.AbstractTrainStep
 
 [[autodoc]] utils.GPTTrainStep
 
 [[autodoc]] utils.BertTrainStep
 
 [[autodoc]] utils.T5TrainStep
 
 [[autodoc]] utils.avg_losses_across_data_parallel_group",H1,https://huggingface.co/docs/accelerate/source/package_reference/megatron_lm#utilities-for-megatron-lm,False,327,23,https://huggingface.co
623,Kwargs Handlers,"The following objects can be passed to the main [`Accelerator`] to customize how some PyTorch objects
 related to distributed training or mixed precision are created.",H1,https://huggingface.co/docs/accelerate/source/package_reference/kwargs#kwargs-handlers,False,166,25,https://huggingface.co
630,Stateful Classes,"Below are variations of a [singleton class](https://en.wikipedia.org/wiki/Singleton_pattern) in the sense that all
 instances share the same state, which is initialized on the first instantiation.
 
 These classes are immutable and store information about certain configurations or 
 states.
 
 [[autodoc]] state.PartialState
 
 [[autodoc]] state.AcceleratorState
 
 [[autodoc]] state.GradientState",H1,https://huggingface.co/docs/accelerate/source/package_reference/state#stateful-classes,False,398,47,https://huggingface.co
632,Accelerator,"The [`Accelerator`] is the main class provided by 🤗 Accelerate. 
 It serves at the main entry point for the API.",H1,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#accelerator,False,112,21,https://huggingface.co
633,Quick adaptation of your code,"To quickly adapt your script to work on any kind of setup with 🤗 Accelerate just:
 
 1. Initialize an [`Accelerator`] object (that we will call `accelerator` throughout this page) as early as possible in your script.
 2. Pass your dataloader(s), model(s), optimizer(s), and scheduler(s) to the [`~Accelerator.prepare`] method.
 3. Remove all the `.cuda()` or `.to(device)` from your code and let the `accelerator` handle the device placement for you. 
 
 <Tip>
 
     Step three is optional, but considered a best practice.
 
 </Tip>
 
 4. Replace `loss.backward()` in your code with `accelerator.backward(loss)`
 5. Gather your predictions and labels before storing them or using them for metric computation using [`~Accelerator.gather`]
 
 <Tip warning={true}>
 
     Step five is mandatory when using distributed evaluation
     
 </Tip>
 
 In most cases this is all that is needed. The next section lists a few more advanced use cases and nice features
 you should search for and replace by the corresponding methods of your `accelerator`:",H2,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#quick-adaptation-of-your-code,False,1043,172,https://huggingface.co
635,Printing,`print` statements should be replaced by [`~Accelerator.print`] to be printed once per process:,H3,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#printing,False,95,13,https://huggingface.co
637,Once on a single server,"For statements that should be executed once per server, use [`~Accelerator.is_local_main_process`]:
 
 ```python
 if accelerator.is_local_main_process:
     do_thing_once_per_server()
 ```
 
 A function can be wrapped using the [`~Accelerator.on_local_main_process`] function to achieve the same 
 behavior on a function's execution:
 
 ```python
 @accelerator.on_local_main_process
 def do_my_thing():
     ""Something done once per server""
     do_thing_once_per_server()
 ```",H4,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#once-on-a-single-server,False,477,61,https://huggingface.co
638,Only ever once across all servers,"For statements that should only ever be executed once, use [`~Accelerator.is_main_process`]:
 
 ```python
 if accelerator.is_main_process:
     do_thing_once()
 ```
 
 A function can be wrapped using the [`~Accelerator.on_main_process`] function to achieve the same 
 behavior on a function's execution:
 
 ```python
 @accelerator.on_main_process
 def do_my_thing():
     ""Something done once per server""
     do_thing_once()
 ```",H4,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#only-ever-once-across-all-servers,False,430,61,https://huggingface.co
639,On specific processes,"If a function should be ran on a specific overall or local process index, there are similar decorators 
 to achieve this:
 
 ```python
 @accelerator.on_local_process(local_process_idx=0)
 def do_my_thing():
     ""Something done on process index 0 on each server""
     do_thing_on_index_zero_on_each_server()
 ```
 
 ```python
 @accelerator.on_process(process_index=0)
 def do_my_thing():
     ""Something done on process index 0""
     do_thing_on_index_zero()
 ```",H4,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#on-specific-processes,False,463,67,https://huggingface.co
640,Synchronicity control,Use [`~Accelerator.wait_for_everyone`] to make sure all processes join that point before continuing. (Useful before a model save for instance).,H3,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#synchronicity-control,False,143,19,https://huggingface.co
641,Saving and loading,"```python
 model = MyModel()
 model = accelerator.prepare(model)
 ```
 
 Use [`~Accelerator.save_model`] instead of `torch.save` to save a model. It will remove all model wrappers added during the distributed process, get the state_dict of the model and save it. The state_dict will be in the same precision as the model being trained.",H3,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#saving-and-loading,False,335,51,https://huggingface.co
642,🤗 Transformers models,"If you are using models from the [🤗 Transformers](https://huggingface.co/docs/transformers/) library, you can use the `.save_pretrained()` method.
 
 ```python
 from transformers import AutoModel
 
 model = AutoModel.from_pretrained(""bert-base-cased"")
 model = accelerator.prepare(model)",H4,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#transformers-models,False,287,29,https://huggingface.co
644,Gradient Accumulation,"To perform gradient accumulation use [`~Accelerator.accumulate`] and specify a gradient_accumulation_steps. 
 This will also automatically ensure the gradients are synced or unsynced when on 
 multi-device training, check if the step should actually be performed, and auto-scale the loss:",H3,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#gradient-accumulation,False,288,39,https://huggingface.co
645,GradientAccumulationPlugin,"[[autodoc]] utils.GradientAccumulationPlugin
 
 
 Instead of passing `gradient_accumulation_steps` you can instantiate a GradientAccumulationPlugin and pass it to the [`Accelerator`]'s `__init__`
 as `gradient_accumulation_plugin`. You can only pass either one of `gradient_accumulation_plugin` or `gradient_accumulation_steps` passing both will raise an error.
 ```diff
 from accelerate.utils import GradientAccumulationPlugin",H4,https://huggingface.co/docs/accelerate/source/package_reference/accelerator#gradientaccumulationplugin,False,427,43,https://huggingface.co
650,Integrated Trackers,"[[autodoc]] tracking.TensorBoardTracker
     - __init__
 [[autodoc]] tracking.WandBTracker
     - __init__
 [[autodoc]] tracking.CometMLTracker
     - __init__
 [[autodoc]] tracking.AimTracker
     - __init__
 [[autodoc]] tracking.MLflowTracker
     - __init__",H2,https://huggingface.co/docs/accelerate/source/package_reference/tracking#integrated-trackers,False,260,40,https://huggingface.co
653,Dispatching and Offloading Models,"[[autodoc]] big_modeling.init_empty_weights
 [[autodoc]] big_modeling.cpu_offload
 [[autodoc]] big_modeling.disk_offload
 [[autodoc]] big_modeling.dispatch_model
 [[autodoc]] big_modeling.load_checkpoint_and_dispatch
 [[autodoc]] big_modeling.load_checkpoint_in_model
 [[autodoc]] utils.infer_auto_device_map",H2,https://huggingface.co/docs/accelerate/source/package_reference/big_modeling#dispatching-and-offloading-models,False,308,14,https://huggingface.co
659,Helpful Utilities,"Below are a variety of utility functions that 🤗 Accelerate provides, broken down by use-case.",H1,https://huggingface.co/docs/accelerate/source/package_reference/utilities#helpful-utilities,False,93,15,https://huggingface.co
660,Constants,"Constants used throughout 🤗 Accelerate for reference
 
 The following are constants used when utilizing [`Accelerator.save_state`]
 
 `utils.MODEL_NAME`: `""pytorch_model""`
 `utils.OPTIMIZER_NAME`: `""optimizer""`
 `utils.RNG_STATE_NAME`: `""random_states""`
 `utils.SCALER_NAME`: `""scaler.pt`
 `utils.SCHEDULER_NAME`: `""scheduler`
 
 The following are constants used when utilizing [`Accelerator.save_model`]
 
 `utils.WEIGHTS_NAME`: `""pytorch_model.bin""`
 `utils.SAFE_WEIGHTS_NAME`: `""model.safetensors""`
 `utils.WEIGHTS_INDEX_NAME`: `""pytorch_model.bin.index.json""`
 `utils.SAFE_WEIGHTS_INDEX_NAME`: `""model.safetensors.index.json""`",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#constants,False,630,45,https://huggingface.co
661,Data Classes,"These are basic dataclasses used throughout 🤗 Accelerate and they can be passed in as parameters.
 
 [[autodoc]] utils.DistributedType
 
 [[autodoc]] utils.DynamoBackend
 
 [[autodoc]] utils.LoggerType
 
 [[autodoc]] utils.PrecisionType
 
 [[autodoc]] utils.ProjectConfiguration",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#data-classes,False,278,31,https://huggingface.co
662,Plugins,"These are plugins that can be passed to the [`Accelerator`] object. While they are defined elsewhere in the documentation, 
 for convience all of them are available to see here:
 
 [[autodoc]] utils.DeepSpeedPlugin
 
 [[autodoc]] utils.FullyShardedDataParallelPlugin
 
 [[autodoc]] utils.GradientAccumulationPlugin
 
 [[autodoc]] utils.MegatronLMPlugin
 
 [[autodoc]] utils.TorchDynamoPlugin",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#plugins,False,391,45,https://huggingface.co
663,Data Manipulation and Operations,"These include data operations that mimic the same `torch` ops but can be used on distributed processes.
 
 [[autodoc]] utils.broadcast
 
 [[autodoc]] utils.concatenate
 
 [[autodoc]] utils.gather
 
 [[autodoc]] utils.pad_across_processes
 
 [[autodoc]] utils.reduce
 
 [[autodoc]] utils.send_to_device",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#data-manipulation-and-operations,False,301,35,https://huggingface.co
664,Environment Checks,"These functionalities check the state of the current working environment including information about the operating system itself, what it can support, and if particular dependencies are installed. 
 
 [[autodoc]] utils.is_bf16_available
 
 [[autodoc]] utils.is_ipex_available
 
 [[autodoc]] utils.is_mps_available
 
 [[autodoc]] utils.is_npu_available
 
 [[autodoc]] utils.is_torch_version
 
 [[autodoc]] utils.is_tpu_available
 
 [[autodoc]] utils.is_xpu_available",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#environment-checks,False,465,49,https://huggingface.co
